County,LILATracts_1And10,SNAP Gap,Overall Food Insecurity Rate,% FI â‰¤ SNAP Threshold,Cost Per Meal,Final Score
Harris,1.0,1.0,0.36024844720496907,0.5869262865090402,0.5093167701863355,3.4565
Dallas,0.7583333333333333,0.6102119359205694,0.3664596273291927,0.6328233657858136,0.5341614906832299,2.902
Presidio,0.008333333333333333,0.003400554025640418,1.0,1.0,0.6521739130434783,2.6639
Hidalgo,0.5083333333333333,0.29694933010088215,0.6149068322981367,0.9151599443671765,0.1863354037267082,2.5217
Bexar,0.5833333333333334,0.4475379728198689,0.36024844720496907,0.6091794158553546,0.40372670807453404,2.404
Cottle,0.008333333333333333,0.0005700740097700965,0.9316770186335407,0.7663421418636995,0.5341614906832299,2.2411
El Paso,0.3333333333333333,0.19970619694428943,0.40372670807453415,0.8205841446453407,0.4782608695652173,2.2356
Starr,0.06666666666666667,0.02751721901408555,0.8074534161490685,1.0,0.3043478260869566,2.206
Tarrant,0.5416666666666666,0.3256641616854365,0.3043478260869566,0.42698191933240603,0.5403726708074533,2.139
Hall,0.008333333333333333,0.0010784728769525165,0.68944099378882,0.851182197496523,0.577639751552795,2.1277
Culberson,0.0,0.0011327694589185204,0.6770186335403727,0.9221140472878998,0.5093167701863355,2.1096
Cameron,0.25833333333333336,0.15469609493288175,0.5838509316770186,0.9137691237830319,0.14906832298136657,2.0597
Zavala,0.025,0.005241184093764182,0.8322981366459629,1.0,0.12422360248447213,1.9868
Lynn,0.008333333333333333,0.0018183339827669706,0.5465838509316772,0.8303198887343533,0.5962732919254657,1.9833
Hudspeth,0.008333333333333333,0.0018106747160346907,0.5714285714285714,0.8456189151599444,0.515527950310559,1.9427
Brooks,0.008333333333333333,0.0025059035502626144,0.8633540372670809,0.819193324061196,0.24223602484472054,1.9356
Crosby,0.0,0.001616385986621627,0.5279503105590063,0.8108484005563282,0.5900621118012422,1.9305
Jim Hogg,0.008333333333333333,0.0017710550535661445,0.6459627329192548,0.9235048678720444,0.3354037267080745,1.915
Webb,0.09166666666666666,0.08255807318192766,0.47826086956521746,0.933240611961057,0.31055900621118004,1.8963
San Jacinto,0.0,0.0069072951628362115,0.5714285714285714,0.5424200278164117,0.7453416149068323,1.8661
Cochran,0.008333333333333333,0.000998832543285985,0.5465838509316772,0.7107093184979139,0.5900621118012422,1.8567
Sabine,0.008333333333333333,0.004230241086849148,0.7763975155279503,0.5632823365785814,0.49689440993788825,1.8491
Lamb,0.008333333333333333,0.004034548826883048,0.453416149068323,0.7983310152990264,0.5838509316770185,1.848
Dawson,0.016666666666666666,0.004302943969496389,0.6459627329192548,0.6091794158553546,0.5714285714285713,1.8475
Dimmit,0.016666666666666666,0.003858505994659446,0.7453416149068325,0.9193324061196105,0.15527950310559002,1.8405
Bandera,0.008333333333333333,0.0039006921129964003,0.4906832298136647,0.32962447844228093,1.0,1.8325
Wilbarger,0.016666666666666666,0.003829472962648082,0.6770186335403727,0.6300417246175243,0.5031055900621118,1.8307
Lubbock,0.1,0.07592057669225785,0.4596273291925466,0.5785813630041724,0.6086956521739129,1.8228
San Augustine,0.016666666666666666,0.002208034266035527,0.8012422360248449,0.5312934631432545,0.4596273291925466,1.811
Zapata,0.016666666666666666,0.004293600466100466,0.7018633540372672,0.8817802503477052,0.1987577639751554,1.8034
Travis,0.20833333333333334,0.1934489369318734,0.29192546583850937,0.3574408901251739,0.7515527950310558,1.8027
Haskell,0.008333333333333333,0.001465927511336216,0.6273291925465839,0.6369958275382476,0.5217391304347827,1.7959
Swisher,0.008333333333333333,0.002389691220471271,0.6024844720496895,0.6258692628650904,0.5527950310559006,1.7919
Kleberg,0.025,0.009628219593823872,0.577639751552795,0.721835883171071,0.4534161490683229,1.7875
Nacogdoches,0.025,0.01802690632231566,0.6645962732919255,0.5702364394993045,0.5093167701863355,1.7872
Dickens,0.0,0.0006785067702103286,0.6211180124223603,0.5591098748261475,0.6024844720496895,1.7834
Terry,0.008333333333333333,0.0027929455987948564,0.4596273291925466,0.7107093184979139,0.5962732919254657,1.7777
Briscoe,0.008333333333333333,0.0005056720078222367,0.47826086956521746,0.819193324061196,0.46583850931677007,1.7721
Willacy,0.025,0.011280375559111433,0.6645962732919255,1.0,0.06832298136645981,1.7692
Aransas,0.016666666666666666,0.007451744714795172,0.6273291925465839,0.5618915159944368,0.5465838509316768,1.7599
Duval,0.008333333333333333,0.002489742898466234,0.5652173913043478,0.8038942976356049,0.37888198757763986,1.7588
Newton,0.03333333333333333,0.0042223011140062605,0.7329192546583853,0.502086230876217,0.4844720496894411,1.757
Potter,0.06666666666666667,0.03176630751121832,0.5031055900621119,0.6856745479833102,0.4596273291925466,1.7468
Marion,0.008333333333333333,0.0012915689157762568,0.6273291925465839,0.5744089012517385,0.5031055900621118,1.7145
Real,0.008333333333333333,0.0016766174977833241,0.7826086956521741,0.5966620305980528,0.3167701863354038,1.7061
Collingsworth,0.0,0.0006716094200639825,0.453416149068323,0.7051460361613352,0.5465838509316768,1.7058
Hansford,0.0,0.0022624912514933064,0.4409937888198758,0.7287899860917942,0.5279503105590062,1.7
King,0.0,7.939972842886825e-05,0.5527950310559008,0.6105702364394993,0.5341614906832299,1.6976
Brazos,0.11666666666666667,0.07690144404446497,0.4596273291925466,0.6383866481223922,0.40372670807453404,1.6953
Shelby,0.016666666666666666,0.006007351372229817,0.6086956521739131,0.5855354659248956,0.4596273291925466,1.6765
Trinity,0.008333333333333333,0.004481272551477791,0.6645962732919255,0.5577190542420029,0.4347826086956522,1.6699
Maverick,0.041666666666666664,0.019809831234273188,0.6149068322981367,0.9388038942976356,0.04347826086956538,1.6587
Limestone,0.03333333333333333,0.006000694627321134,0.5279503105590063,0.6244784422809457,0.4596273291925466,1.6514
Gray,0.016666666666666666,0.004911234111181996,0.47204968944099385,0.5285118219749653,0.6273291925465839,1.6495
Caldwell,0.03333333333333333,0.011305318302082522,0.4161490683229814,0.6022253129346313,0.577639751552795,1.6407
Gregg,0.075,0.03042240695625031,0.5279503105590063,0.5785813630041724,0.42857142857142844,1.6405
Jim Wells,0.03333333333333333,0.011354000761836385,0.4968944099378883,0.6884561891515995,0.40993788819875776,1.64
Eastland,0.025,0.005155849436139621,0.6024844720496895,0.5438108484005564,0.4596273291925466,1.6361
Jefferson,0.14166666666666666,0.047270307513143164,0.5279503105590063,0.5062586926286509,0.40372670807453404,1.6269
Montague,0.008333333333333333,0.0042575898821968685,0.5962732919254659,0.42698191933240603,0.5900621118012422,1.6259
Deaf Smith,0.008333333333333333,0.004574065971469914,0.28571428571428575,0.760778859527121,0.5652173913043478,1.6246
Kenedy,0.008333333333333333,0.00010025218235968213,0.3664596273291927,1.0,0.24844720496894399,1.6233
Henderson,0.025,0.01972080729633779,0.5527950310559008,0.4993045897079277,0.5217391304347827,1.6186
Angelina,0.03333333333333333,0.016931390574361996,0.5714285714285714,0.5549374130737136,0.44099378881987567,1.6176
Wheeler,0.0,0.001362747965251631,0.5341614906832299,0.5090403337969402,0.5714285714285713,1.616
Matagorda,0.025,0.008628103822603683,0.5341614906832299,0.5883171070931849,0.4596273291925466,1.6157
Nueces,0.13333333333333333,0.06406383128632412,0.40993788819875776,0.5980528511821974,0.40993788819875776,1.6153
Milam,0.016666666666666666,0.006178421696208378,0.5217391304347827,0.5605006954102921,0.5093167701863355,1.6144
Castro,0.0,0.0015458886519862985,0.22981366459627328,0.7426981919332405,0.639751552795031,1.6138
Throckmorton,0.0,0.0004109136450558651,0.658385093167702,0.38942976356050074,0.5652173913043478,1.6134
Hutchinson,0.0,0.005069472155818519,0.5031055900621119,0.4200278164116828,0.6770186335403727,1.6052
Grimes,0.025,0.005277034274176005,0.4285714285714286,0.46314325452016686,0.6832298136645962,1.6052
Floyd,0.008333333333333333,0.0007171640117282221,0.3043478260869566,0.6995827538247567,0.5900621118012422,1.603
McLennan,0.13333333333333333,0.06767423318007983,0.47204968944099385,0.6105702364394993,0.3167701863354038,1.6004
Cass,0.025,0.005927831341182117,0.5838509316770186,0.5118219749652295,0.47204968944099385,1.5987
Knox,0.0,0.0008864297964243094,0.4285714285714286,0.6815020862308763,0.4844720496894411,1.5954
Leon,0.016666666666666666,0.005974348353797009,0.6024844720496895,0.5396383866481225,0.41614906832298126,1.5809
Palo Pinto,0.025,0.00765766269736196,0.5652173913043478,0.5201668984700973,0.4534161490683229,1.5715
Parmer,0.008333333333333333,0.0026823072903427113,0.2732919254658385,0.7343532684283728,0.5527950310559006,1.5715
Stephens,0.008333333333333333,0.00217679568601225,0.5403726708074535,0.4700973574408901,0.5465838509316768,1.5676
Wichita,0.075,0.02371621767122762,0.5527950310559008,0.40333796940194705,0.5093167701863355,1.5642
Hardeman,0.008333333333333333,0.001006692314382984,0.5279503105590063,0.5048678720445062,0.5217391304347827,1.5639
Houston,0.041666666666666664,0.006688825607037992,0.6086956521739131,0.5827538247566063,0.3229813664596273,1.5628
Nolan,0.0,0.0040096862856578465,0.4844720496894411,0.5897079276773296,0.4844720496894411,1.5627
Red River,0.025,0.00318292658817402,0.6335403726708075,0.5146036161335188,0.38509316770186336,1.5614
Ochiltree,0.0,0.003063145280690672,0.28571428571428575,0.7691237830319888,0.49689440993788825,1.5548
Jasper,0.0,0.009876363795600557,0.6086956521739131,0.4881780250347705,0.4347826086956522,1.5415
Foard,0.008333333333333333,0.00012118483803638376,0.3913043478260869,0.6230876216968011,0.515527950310559,1.5384
Edwards,0.0,0.0006255736179244165,0.3105590062111802,1.0,0.22360248447204983,1.5348
Wood,0.025,0.008958855822644746,0.5465838509316772,0.34492350486787204,0.6086956521739129,1.5342
Lamar,0.05,0.011095911543569618,0.6211180124223603,0.5090403337969402,0.3416149068322982,1.5329
Morris,0.0,0.0024444690129126014,0.6149068322981367,0.49791376912378305,0.41614906832298126,1.5314
San Patricio,0.025,0.015278272188123781,0.4409937888198758,0.6133518776077885,0.4347826086956522,1.5294
Taylor,0.09166666666666666,0.025295309846011443,0.4844720496894411,0.4492350486787204,0.4782608695652173,1.5289
Jeff Davis,0.0,0.0004037355887989119,0.11801242236024849,0.7134909596662031,0.6956521739130435,1.5276
Kimble,0.0,0.0014379371020213927,0.658385093167702,0.5396383866481225,0.3229813664596273,1.5224
Falls,0.008333333333333333,0.004463868772620151,0.6832298136645963,0.4937413073713491,0.329192546583851,1.519
McCulloch,0.008333333333333333,0.0017007582232955354,0.6086956521739131,0.4756606397774687,0.422360248447205,1.5168
Hockley,0.025,0.004994002312938149,0.3913043478260869,0.6147426981919332,0.4782608695652173,1.5143
Menard,0.0,0.0005406800699022377,0.577639751552795,0.525730180806676,0.40372670807453404,1.5076
Smith,0.05,0.04820726440947675,0.4161490683229814,0.47844228094575797,0.5093167701863355,1.5021
Polk,0.008333333333333333,0.009316515508431149,0.6397515527950312,0.4061196105702364,0.4347826086956522,1.4983
Cherokee,0.03333333333333333,0.01107345505472105,0.4285714285714286,0.5966620305980528,0.42857142857142844,1.4982
Kinney,0.008333333333333333,0.00155864072958245,0.6086956521739131,0.7885952712100138,0.08695652173913049,1.4941
Freestone,0.025,0.004377852400155543,0.577639751552795,0.4394993045897079,0.4472049689440994,1.4937
Childress,0.008333333333333333,0.0014004828866918154,0.4968944099378883,0.4047287899860917,0.577639751552795,1.489
Bell,0.15833333333333333,0.06812833546529624,0.4347826086956522,0.502086230876217,0.3229813664596273,1.4863
Calhoun,0.016666666666666666,0.004143623201290382,0.37267080745341613,0.6189151599443671,0.47204968944099385,1.4844
Lipscomb,0.0,0.000634877020447395,0.35403726708074545,0.3824756606397775,0.7453416149068323,1.4825
Motley,0.0,0.00025933234532802575,0.4347826086956522,0.5730180806675937,0.47204968944099385,1.4801
Val Verde,0.03333333333333333,0.013735431202481217,0.4161490683229814,0.8803894297635605,0.12422360248447213,1.4678
Titus,0.025,0.008970565277544357,0.4472049689440994,0.7162726008344924,0.26708074534161497,1.4645
Brewster,0.008333333333333333,0.001204469819742165,0.46583850931677023,0.4353268428372739,0.5527950310559006,1.4635
Gaines,0.0,0.005114625738753319,0.3105590062111802,0.4812239221140473,0.6645962732919255,1.4615
Camp,0.008333333333333333,0.0017180818004072884,0.5031055900621119,0.5034770514603616,0.44099378881987567,1.4576
Van Zandt,0.016666666666666666,0.009969959233051556,0.4844720496894411,0.372739916550765,0.5590062111801241,1.4429
Erath,0.03333333333333333,0.010188027780120337,0.4161490683229814,0.5104311543810849,0.47204968944099385,1.4422
Panola,0.016666666666666666,0.00467892975421814,0.4844720496894411,0.5118219749652295,0.422360248447205,1.44
Waller,0.008333333333333333,0.010817451081847364,0.329192546583851,0.5285118219749653,0.5590062111801241,1.4359
Glasscock,0.0,0.000538354219271493,0.19875776397515532,0.756606397774687,0.4782608695652173,1.4342
Donley,0.0,0.0006406515461513127,0.46583850931677023,0.3574408901251739,0.6086956521739129,1.4326
Upshur,0.016666666666666666,0.007774917649849844,0.5279503105590063,0.39360222531293454,0.4844720496894411,1.4305
Jack,0.008333333333333333,0.0021138774163633133,0.47204968944099385,0.34075104311543813,0.5962732919254657,1.4195
Runnels,0.016666666666666666,0.002523788539595582,0.4409937888198758,0.5104311543810849,0.4472049689440994,1.4178
Navarro,0.016666666666666666,0.009547697040952575,0.4968944099378883,0.5952712100139081,0.29813664596273287,1.4165
Howard,0.016666666666666666,0.008300640094144017,0.4596273291925466,0.4255910987482614,0.5031055900621118,1.4133
Yoakum,0.0,0.002019479961453437,0.055900621118012396,0.7496522948539638,0.6024844720496895,1.4101
Bowie,0.016666666666666666,0.017536913755814475,0.5031055900621119,0.4464534075104311,0.422360248447205,1.4061
Bastrop,0.025,0.01441522120062575,0.2484472049689441,0.4965229485396384,0.6211180124223601,1.4055
Liberty,0.03333333333333333,0.013257990209211467,0.47204968944099385,0.4450625869262865,0.44099378881987567,1.4047
Lee,0.008333333333333333,0.0024680884270765428,0.28571428571428575,0.43115438108484,0.6770186335403727,1.4047
Uvalde,0.03333333333333333,0.0071847130018619235,0.3788819875776397,0.8789986091794159,0.10559006211180118,1.404
Wharton,0.008333333333333333,0.010028426305803724,0.422360248447205,0.6856745479833102,0.2732919254658384,1.3997
Harrison,0.016666666666666666,0.013396057514757222,0.47204968944099385,0.4617524339360222,0.4347826086956522,1.3986
Hale,0.0,0.006478255923209716,0.3664596273291927,0.6008344923504867,0.422360248447205,1.3961
Hunt,0.03333333333333333,0.01899967329818813,0.5031055900621119,0.45897079276773295,0.37267080745341613,1.3871
Gonzales,0.008333333333333333,0.0035976498161595528,0.35403726708074545,0.6648122392211405,0.35403726708074545,1.3848
Orange,0.03333333333333333,0.007035818460621323,0.5217391304347827,0.2920723226703755,0.5279503105590062,1.3821
Tyler,0.016666666666666666,0.002730668943113022,0.6397515527950312,0.278164116828929,0.44099378881987567,1.3783
Fisher,0.0,0.0007530943938859322,0.46583850931677023,0.42698191933240603,0.4844720496894411,1.378
Somervell,0.0,0.001025940733396043,0.6149068322981367,0.27121001390820576,0.4906832298136645,1.3778
Rains,0.0,0.002302752527928955,0.5093167701863355,0.33518776077885953,0.5217391304347827,1.3685
Hill,0.0,0.00588821167871357,0.4472049689440994,0.4200278164116828,0.4906832298136645,1.3638
Bosque,0.008333333333333333,0.0045789582779690655,0.5217391304347827,0.42420027816411676,0.40372670807453404,1.3626
Young,0.008333333333333333,0.0030941432554762857,0.3850931677018633,0.4255910987482614,0.5403726708074533,1.3625
Hamilton,0.008333333333333333,0.001550139344518349,0.5590062111801244,0.43254520166898464,0.3602484472049689,1.3617
Stonewall,0.0,0.0003378899554250727,0.453416149068323,0.3908205841446454,0.515527950310559,1.3601
Hopkins,0.0,0.006191574782533968,0.4596273291925466,0.44367176634214184,0.4472049689440994,1.3567
Bee,0.025,0.006732936567276252,0.5279503105590063,0.4158553546592489,0.37888198757763986,1.3544
Sherman,0.0,0.0009669122484226622,0.3913043478260869,0.4756606397774687,0.4844720496894411,1.3524
Terrell,0.008333333333333333,0.00029919261303423535,0.11180124223602488,0.9012517385257303,0.329192546583851,1.3509
Walker,0.03333333333333333,0.020809064786288613,0.4347826086956522,0.4394993045897079,0.422360248447205,1.3508
Baylor,0.0,0.00045995701266622163,0.5093167701863355,0.325452016689847,0.5093167701863355,1.3445
Galveston,0.09166666666666666,0.04224935741358673,0.37267080745341613,0.3282336578581363,0.5093167701863355,1.3441
Kent,0.0,2.9835049470241402e-05,0.6770186335403727,0.1474269819193324,0.515527950310559,1.34
Delta,0.0,0.0007569039768156,0.6211180124223603,0.31154381084840055,0.40372670807453404,1.3371
Grayson,0.05,0.022538455032866073,0.4844720496894411,0.37134909596662036,0.40372670807453404,1.3321
Cooke,0.008333333333333333,0.0048454686795540445,0.40993788819875776,0.32406119610570233,0.5838509316770185,1.331
Refugio,0.008333333333333333,0.001295579003070644,0.46583850931677023,0.48261474269819193,0.37267080745341613,1.3308
Garza,0.0,0.000872675197004561,0.4596273291925466,0.26703755215577185,0.6024844720496895,1.33
Frio,0.016666666666666666,0.003360453152696545,0.4347826086956522,0.48956884561891517,0.38509316770186336,1.3295
Brown,0.041666666666666664,0.007190126619709346,0.4285714285714286,0.44784422809457575,0.39751552795031053,1.3228
San Saba,0.0,0.0016669531874038506,0.4472049689440994,0.525730180806676,0.34782608695652173,1.3224
Scurry,0.0,0.004087802786152511,0.34782608695652184,0.45340751043115435,0.515527950310559,1.3208
Mills,0.0,0.0013612642329527077,0.5217391304347827,0.3963838664812238,0.39751552795031053,1.317
Coke,0.008333333333333333,0.00062633553451035,0.4596273291925466,0.4005563282336578,0.4472049689440994,1.3163
Callahan,0.0,0.0029514242486690418,0.4285714285714286,0.40890125173852565,0.47204968944099385,1.3125
Coleman,0.016666666666666666,0.0011727901301165054,0.4968944099378883,0.33101529902642557,0.4596273291925466,1.3054
Winkler,0.0,0.0014458369739913358,0.2049689440993789,0.5757997218358831,0.515527950310559,1.2977
Coryell,0.058333333333333334,0.014769712917449586,0.5093167701863355,0.32962447844228093,0.38509316770186336,1.2971
Wise,0.016666666666666666,0.009920314352347042,0.3913043478260869,0.2934631432545201,0.5838509316770185,1.2952
Crane,0.0,0.000996907701384679,0.012422360248447218,0.7830319888734353,0.49689440993788825,1.2933
Kerr,0.008333333333333333,0.010852980455275637,0.4161490683229814,0.46870653685674546,0.38509316770186336,1.2891
Hays,0.008333333333333333,0.03943840652284007,0.24223602484472048,0.4158553546592489,0.577639751552795,1.2835
Anderson,0.025,0.011539427198328851,0.39751552795031053,0.407510431154381,0.44099378881987567,1.2826
Fannin,0.016666666666666666,0.004897519612635191,0.4161490683229814,0.3226703755215577,0.515527950310559,1.2759
Roberts,0.0,0.00013939063435290203,0.4161490683229814,0.1974965229485396,0.6583850931677018,1.2722
Fayette,0.0,0.004344528574739185,0.3229813664596274,0.36578581363004176,0.5714285714285713,1.2645
Montgomery,0.041666666666666664,0.08328293656126112,0.2608695652173913,0.278164116828929,0.5962732919254657,1.2603
Pecos,0.008333333333333333,0.003533969629924683,0.24223602484472048,0.5034770514603616,0.49689440993788825,1.2545
Randall,0.016666666666666666,0.01582973939284792,0.2484472049689441,0.2127955493741307,0.7577639751552795,1.2515
Moore,0.008333333333333333,0.004878271193622132,0.22360248447204975,0.6147426981919332,0.39751552795031053,1.2491
Austin,0.0,0.0047319030073769966,0.329192546583851,0.349095966620306,0.5652173913043478,1.2482
Live Oak,0.0,0.0028888267860036564,0.46583850931677023,0.37552155771905427,0.40372670807453404,1.248
Shackelford,0.0,0.0005654223085086072,0.4285714285714286,0.33240611961057026,0.4844720496894411,1.246
Tom Green,0.041666666666666664,0.021819767187965987,0.37267080745341613,0.4172461752433935,0.3913043478260868,1.2447
Ward,0.0,0.0021361334008471633,0.1925465838509317,0.5813630041724617,0.46583850931677007,1.2419
DeWitt,0.0,0.0036584026386695203,0.4161490683229814,0.4853963838664812,0.3354037267080745,1.2406
Robertson,0.008333333333333333,0.002155622425097885,0.34782608695652184,0.49235048678720444,0.37888198757763986,1.2295
Hardin,0.016666666666666666,0.007808040970901483,0.46583850931677023,0.22948539638386647,0.5093167701863355,1.2291
Reeves,0.016666666666666666,0.0026709186424266514,0.16149068322981366,0.5507649513212796,0.49689440993788825,1.2285
La Salle,0.008333333333333333,0.001596495953641466,0.36024844720496907,0.5883171070931849,0.26708074534161497,1.2256
Washington,0.0,0.00762349675361378,0.3664596273291927,0.41863699582753816,0.42857142857142844,1.2213
Victoria,0.03333333333333333,0.019812076883158048,0.3913043478260869,0.5396383866481225,0.23602484472049678,1.2201
Burnet,0.0,0.007937807395747856,0.35403726708074545,0.33518776077885953,0.5217391304347827,1.2189
Rusk,0.041666666666666664,0.008147454759498423,0.34782608695652184,0.4061196105702364,0.40993788819875776,1.2137
Ector,0.016666666666666666,0.024274261419114554,0.21118012422360252,0.5340751043115438,0.422360248447205,1.2086
Bailey,0.0,0.0007413448381133774,0.17391304347826086,0.48678720445062584,0.5403726708074533,1.2018
Williamson,0.11666666666666667,0.05598579113789154,0.18012422360248448,0.1210013908205841,0.7204968944099378,1.1943
Clay,0.0,0.0008934073483165433,0.4596273291925466,0.21974965229485394,0.5093167701863355,1.1896
Upton,0.0,0.0007417057459698723,0.2049689440993789,0.4965229485396384,0.4844720496894411,1.1867
Atascosa,0.008333333333333333,0.007115579096906687,0.2670807453416149,0.5869262865090402,0.31055900621118004,1.18
Dallam,0.0,0.0013830791078341747,0.298136645962733,0.4228094575799721,0.4534161490683229,1.1757
Comanche,0.008333333333333333,0.0015946112126131039,0.37267080745341613,0.325452016689847,0.46583850931677007,1.1739
Mason,0.0,0.0009552027935230514,0.3913043478260869,0.4951321279554937,0.28571428571428564,1.1731
Johnson,0.025,0.02242793702703276,0.298136645962733,0.349095966620306,0.4782608695652173,1.1729
Sterling,0.0,0.00021494067897915849,0.0,0.6884561891515995,0.4782608695652173,1.1669
Reagan,0.0,0.0008228699128082709,0.09316770186335405,0.6105702364394993,0.4596273291925466,1.1642
Martin,0.008333333333333333,0.0013016743357581128,0.15527950310559005,0.5146036161335188,0.4844720496894411,1.164
Kaufman,0.03333333333333333,0.016544938461801894,0.298136645962733,0.3282336578581363,0.4844720496894411,1.1607
Blanco,0.0,0.0021474017461443912,0.3105590062111802,0.31154381084840055,0.5341614906832299,1.1584
Loving,0.0,0.0,0.6024844720496895,0.02642559109874821,0.5217391304347827,1.1506
Archer,0.0,0.0014681731602210729,0.3788819875776397,0.25312934631432543,0.515527950310559,1.149
Parker,0.025,0.014410328894126597,0.2732919254658385,0.18219749652294848,0.6459627329192545,1.1409
Guadalupe,0.025,0.021668105686492255,0.18012422360248448,0.31571627260083446,0.5962732919254657,1.1388
Jones,0.008333333333333333,0.0022166960545914032,0.4409937888198758,0.20166898470097352,0.4844720496894411,1.1377
Hemphill,0.0,0.00028247054901664036,0.2484472049689441,0.23922114047287898,0.6459627329192545,1.1339
Collin,0.03333333333333333,0.11225236858813609,0.1863354037267081,0.10292072322670369,0.6956521739130435,1.1305
Denton,0.06666666666666667,0.08931843874629752,0.19875776397515532,0.1543810848400556,0.6211180124223601,1.1302
Comal,0.025,0.020724371742631156,0.2546583850931677,0.19610570236439495,0.6335403726708073,1.13
Burleson,0.008333333333333333,0.0026831494086745327,0.34782608695652184,0.3463143254520167,0.422360248447205,1.1275
Colorado,0.016666666666666666,0.004589464706680361,0.22360248447204975,0.5146036161335188,0.3664596273291927,1.1259
Medina,0.0,0.006221249428512435,0.2484472049689441,0.37134909596662036,0.47204968944099385,1.0981
Lampasas,0.008333333333333333,0.0030484683611932146,0.4347826086956522,0.31571627260083446,0.3354037267080745,1.0973
Jackson,0.008333333333333333,0.002061104667569177,0.4161490683229814,0.3630041724617525,0.29813664596273287,1.0877
Madison,0.008333333333333333,0.0017434255521078161,0.37267080745341613,0.27121001390820576,0.422360248447205,1.0763
Karnes,0.016666666666666666,0.0017694109177754458,0.3105590062111802,0.34770514603616137,0.39751552795031053,1.0742
Franklin,0.008333333333333333,0.0012570821650445263,0.37267080745341613,0.2684283727399165,0.41614906832298126,1.0668
Hood,0.008333333333333333,0.0071093233607274426,0.3354037267080746,0.23643949930458968,0.4782608695652173,1.0655
Midland,0.041666666666666664,0.021019834974481608,0.15527950310559005,0.3143254520166898,0.5279503105590062,1.0602
Andrews,0.0,0.002656763034277464,0.10559006211180126,0.4464534075104311,0.5031055900621118,1.0578
Chambers,0.0,0.00603678541297062,0.29192546583850937,0.24617524339360222,0.5031055900621118,1.0472
Schleicher,0.0,0.0005612518177224445,0.28571428571428575,0.3630041724617525,0.39751552795031053,1.0468
Goliad,0.0,0.0007976865645995188,0.3354037267080746,0.36856745479833103,0.3416149068322982,1.0464
Fort Bend,0.08333333333333333,0.06621003000628019,0.08695652173913043,0.23643949930458968,0.5590062111801241,1.0319
Mitchell,0.0,0.0012246806597058769,0.298136645962733,0.2127955493741307,0.515527950310559,1.0277
Ellis,0.03333333333333333,0.01895427911001566,0.21118012422360252,0.23922114047287898,0.515527950310559,1.0182
Irion,0.0,0.0002981098894647508,0.37267080745341613,0.24617524339360222,0.39751552795031053,1.0167
Armstrong,0.0,0.00029867130168596503,0.2546583850931677,0.16828929068150209,0.5900621118012422,1.0133
Lavaca,0.008333333333333333,0.0031475175173645803,0.36024844720496907,0.3184979137691238,0.3229813664596273,1.0132
Kendall,0.0,0.0048792737154457295,0.2049689440993789,0.13073713490959663,0.6645962732919255,1.0052
Carson,0.0,0.0007218157129897113,0.2546583850931677,0.16550764951321278,0.5714285714285713,0.9923
Oldham,0.0,0.0002530365082758377,0.2608695652173913,0.1446453407510431,0.5590062111801241,0.9648
Brazoria,0.03333333333333333,0.03640629931780796,0.2049689440993789,0.23783031988873435,0.4472049689440994,0.9597
Concho,0.0,0.0006166712241308767,0.3043478260869566,0.24756606397774686,0.40372670807453404,0.9563
Llano,0.016666666666666666,0.0053348597329610685,0.5279503105590063,0.39360222531293454,0.0,0.9436
Crockett,0.0,0.00037265741226741046,0.2670807453416149,0.37552155771905427,0.28571428571428564,0.9287
McMullen,0.0,0.00013112985452646425,0.2608695652173913,0.25869262865090403,0.38509316770186336,0.9048
Sutton,0.0,0.0007101062580901006,0.2670807453416149,0.36856745479833103,0.26708074534161497,0.9034
Hartley,0.0,0.0005729612726220553,0.22981366459627328,0.11543810848400551,0.5527950310559006,0.8986
Wilson,0.0,0.005512265994864762,0.17391304347826086,0.2990264255910987,0.37267080745341613,0.8511
Borden,0.0,5.806606402272789e-05,0.31677018633540377,0.0,0.515527950310559,0.8324
Gillespie,0.0,0.0044532019404170805,0.31677018633540377,0.2892906815020862,0.1987577639751554,0.8093
Rockwall,0.0,0.006229430006592985,0.09316770186335405,0.023643949930458916,0.5900621118012422,0.7131
